http://localhost:8000/browser/www/second.html,1519127133,1519127464,2,857
https://www.datacamp.com/courses/intro-to-python-for-data-science?utm_medium=fb%2Cig%2Can%2Cms-all&utm_source=fb_paid&utm_campaign=smartly_visitors&utm_id=5a8cb43aa5ec6c6d9d67ec8a,1519286621,1519286727,2,857
https://campus.datacamp.com/courses/intro-to-python-for-data-science/chapter-4-numpy?ex=12,1519687026,1519706172,2,857
https://campus.datacamp.com/courses/intro-to-python-for-data-science/chapter-4-numpy?ex=10,1519649222,1519685716,2,857
https://www.youtube.com/watch?v=ZDFJqOTbSmE,1519550971,1519616989,2,857
https://campus.datacamp.com/courses/intro-to-python-for-data-science/chapter-2-python-lists?ex=5,1519548212,1519616622,2,857
https://stackoverflow.com/questions/571309/how-to-properly-index-a-linking-table-for-many-to-many-connection-in-mysql,1519380150,1519380168,2,857
https://www.google.com/search?client=firefox-b-ab&ei=XFaQWoi1DISa8wXmzpj4AQ&q=map+a+index++column+value+to+another+index+column+mysql&oq=map+a+index++column+value+to+another+index+column+mysql&gs_l=psy-ab.3...72574.160379.0.160780.142.99.16.0.0.0.955.15233.2-4j17j7j7j1.38.0....0...1c.1.64.psy-ab..90.38.11292.0..0j0i67k1j0i131k1j0i22i30k1j0i22i10i30k1j33i21k1j33i160k1j33i22i29i30k1.381.UXZ_YmqY36o,1519380144,1519380227,2,857
http://localhost:3000/crud/10,1503992046,1519513922,14,857
https://colab.research.google.com/drive/1hj3gl-6kWUr7JsNwzp6uPbqetu6AkSV0#scrollTo=LV1D4Sq8apw2,1520430164,1520740548,15,857
https://colab.research.google.com/drive/1BJZo4AJo_YwTXEQkNhRkhoEWWIrWBZZe#scrollTo=MXtdGrRHhtVu,1520432013,1521071870,14,835
https://hr-testcases-us-east-1.s3.amazonaws.com/1375/output02.txt?AWSAccessKeyId=AKIAJ4WZFDFQTZRGO3QA&Expires=1520006460&Signature=3af41%2BHDCep2u3vAlYMwurThot4%3D&response-content-type=text%2Fplain,1519970463,1519974800,2,834
https://www.w3schools.com/css/tryit.asp?filename=trycss_line-height,1502631536,1519099036,2,825
https://colab.research.google.com/drive/1EJhlWPqWpLgypUUBsljbN7nbsuIq5tzA#scrollTo=c7u9YMbH8cDa,1520912382,1521859756,12,824
https://colab.research.google.com/drive/1b-kK88v83Jhuyrog-ThLVgvlMwWVRlOb#scrollTo=zIKWDITNcE0S,1521766041,1522252775,9,819
https://drive.google.com/drive/folders/1_QUP-3T_vzCHHCaauE6Otdxq18e1ywuW,1520296562,1521420989,11,818
https://www.google.com/search?q=Cannot+connect+to+the+Floyd+server.+Check+your+internet+connection.&ie=utf-8&oe=utf-8&client=firefox-b-ab,1520084390,1520084390,1,817
https://www.google.com/search?q=floyd+hub+cli&ie=utf-8&oe=utf-8&client=firefox-b-ab,1520083249,1520083249,1,817
https://www.google.com/search?q=floydhub+cli+install+showing+can+not+create+connnection+to+proxy&ie=utf-8&oe=utf-8&client=firefox-b-ab,1520081344,1520081344,1,817
https://www.google.com/search?q=download+floyhub+cli&ie=utf-8&oe=utf-8&client=firefox-b-ab,1520080948,1520080948,1,817
https://www.google.com/search?q=image+to+html+machine+learning&ie=utf-8&oe=utf-8&client=firefox-b-ab,1520078649,1520078649,1,817
https://www.google.com/search?q=recommendation+system+python&ie=utf-8&oe=utf-8&client=firefox-b-ab,1520076415,1520076415,1,817
https://www.google.com/search?q=import+csv+in+phpmyadmin&ie=utf-8&oe=utf-8&client=firefox-b-ab,1520074456,1520074456,1,817
https://www.google.com/search?q=link+prediction+by+click+stream&ie=utf-8&oe=utf-8&client=firefox-b-ab,1520073902,1520073902,1,817
https://www.google.com/search?q=compiler+permission+denied+showing+%2Fusr%2Fbin%2Fgcc&ie=utf-8&oe=utf-8&client=firefox-b-ab,1520073351,1520073351,1,817
https://www.google.com/search?q=what+is+starting+tool+scikit+learn+or+tensorflow&ie=utf-8&oe=utf-8&client=firefox-b-ab,1520062889,1520062889,1,817
https://www.google.com/search?q=pand+colum+select&ie=utf-8&oe=utf-8&client=firefox-b-ab,1520058940,1520058940,1,817
https://www.kaggle.com/,1519998315,1519998315,1,817
https://www.google.com/search?q=generate+dataset+python&ie=utf-8&oe=utf-8&client=firefox-b-ab,1519994509,1519994509,1,817
http://abuasifkhan.me/,1519983455,1519983455,1,817
https://www.google.com/search?q=will+i+start+machine+learning+from+tensorflow+or+numpy%3F&ie=utf-8&oe=utf-8&client=firefox-b-ab,1519982708,1519982708,1,817
https://www.google.com/search?q=mateen+python&ie=utf-8&oe=utf-8&client=firefox-b-ab,1519980006,1519980006,1,817
https://www.google.com/search?q=how+to+sort+2d+list+according+to+score+key+python+3&ie=utf-8&oe=utf-8&client=firefox-b-ab,1519956179,1519956179,1,817
https://www.google.com/search?q=how+to+input+for+2d+list+in+python+3&ie=utf-8&oe=utf-8&client=firefox-b-ab,1519952840,1519952840,1,817
https://www.google.com/search?q=max+and+min+function+python&ie=utf-8&oe=utf-8&client=firefox-b-ab,1519943218,1519943218,1,817
http://localhost/hall/,1519942100,1519942100,1,817
https://www.google.com/search?q=python+for+everybody+week+2&ie=utf-8&oe=utf-8&client=firefox-b-ab,1519940545,1519940545,1,817
https://www.google.com/search?q=python+for+everybidy+assignment&ie=utf-8&oe=utf-8&client=firefox-b-ab,1519910342,1519910342,1,817
https://www.google.com/search?q=download+team+viewer&ie=utf-8&oe=utf-8&client=firefox-b-ab,1519908956,1519908956,1,817
https://www.google.com/search?q=bluehost+linux+terminal&ie=utf-8&oe=utf-8&client=firefox-b-ab,1519906971,1519906971,1,817
https://www.google.com/search?q=c%2B%2B+code+that+takes+input+as+tautology+and+compare+equivalent+or+not&ie=utf-8&oe=utf-8&client=firefox-b-ab,1519901754,1519901754,1,817
https://www.google.com/search?q=p-%3Eq+&ie=utf-8&oe=utf-8&client=firefox-b-ab,1519893671,1519893671,1,817
https://www.google.com/search?q=p-%3Eq+and+pVq+tautology+code&ie=utf-8&oe=utf-8&client=firefox-b-ab,1519893526,1519893526,1,817
https://www.google.com/search?q=propositional+logic+code+c%2B%2B&ie=utf-8&oe=utf-8&client=firefox-b-ab,1519893290,1519893290,1,817
https://www.google.com/search?q=piazza&ie=utf-8&oe=utf-8&client=firefox-b-ab,1519886544,1519886544,1,817
